Country,Commodity_Type,Order_Volume_Units,Lead_Time_Days,On_Time_Delivery_%,Delivery_Delay_Days,Disruption_Type,Supplier_Reliability_Score,Resupply_Time_Days,Stockout_Frequency_per_Year,Transport_Mode,Freight_Cost_USD,CO2_Emissions_tons,Warehouse_Type,Data_Year,Disruption_Severity,Outcome_Metric
Zambia,Malaria_RDT,2251580,72,86.45629223,7.434859364,Port_Closure,0.721191069,48.14260665,0.191406021,Air,121679.1776,16391.56198,COE,2021,2,0.526
Mozambique,LLIN,1544139,52,82.53599206,4.531142753,None,0.870911087,48.33679426,0.172769837,Ocean,88746.32975,10866.11302,RDC,2024,1,0.58
Ethiopia,LLIN,3059828,67,87.67105282,5.341231827,Flood,0.956954744,40.58784644,0.068093319,Air,97239.32635,16125.16558,Public_Depot,2022,4,0.672
Uganda,Contraceptive,4202092,68,84.85174218,6.590948672,Port_Closure,0.805774319,49.18602413,0.022536609,Ocean,120462.9623,21524.32512,Public_Depot,2021,2,0.647
Zambia,Malaria_RDT,1840146,63,80.37260727,7.926670916,Flood,0.887836287,41.57387817,0.099811359,Ocean,61688.08891,16909.38783,RDC,2021,3,0.532
Mozambique,HIV_ARV,119518,45,84.75727315,5.782544426,COVID_Lockdown,0.76710966,59.39519284,0.00536276,Ocean,108736.1665,11449.15768,3PL,2020,5,0.681
Ghana,HIV_ARV,226355,58,87.15471039,3.238406162,Flood,0.861956857,24.44310035,0.029983326,Ocean,43180.92876,10680.03959,RDC,2020,3,0.754
Ghana,Maternal_Health,1966334,74,86.36141215,10.39103103,None,0.928169709,42.42148518,0.046686526,Ocean,86925.81515,13455.68298,3PL,2024,1,0.538
Nigeria,Maternal_Health,2814717,36,87.65156527,9.591025435,None,0.951439164,50.84018498,0.133129319,Land,77879.54565,16082.94999,RDC,2024,1,0.517
Mozambique,HIV_ARV,170243,53,83.36757395,1.945989928,Conflict,0.730484548,57.90520031,0.101975495,Ocean,63336.98599,13714.64333,RDC,2020,5,0.7
Kenya,LLIN,3249039,66,87.58805981,2.264685269,None,0.80334861,49.51090111,0.060483911,Land,114171.7963,8571.228179,COE,2023,1,0.761
Mozambique,LLIN,1747818,53,86.60057906,2.641959554,None,0.885496888,27.54423513,0.11295368,Ocean,115855.3573,16032.02735,RDC,2024,1,0.701
Uganda,Maternal_Health,2826374,63,86.64114692,7.545652675,None,0.710069632,20.13941518,0.02504053,Ocean,117070.8219,16752.84439,COE,2021,1,0.632
Zambia,Contraceptive,2368620,69,86.16178276,10.50542958,Port_Closure,0.900278408,37.96147529,0.151141625,Land,96392.21951,9488.896527,Public_Depot,2020,2,0.475
Zambia,HIV_ARV,3537379,57,96.88046605,3.481180198,None,0.853129826,44.34061972,0.142407028,Land,48022.60767,16843.29669,3PL,2022,1,0.734
Uganda,Maternal_Health,2610837,60,91.55063122,5.507805074,COVID_Lockdown,0.783684221,51.33682064,0.043300535,Ocean,75130.74259,13485.82844,3PL,2022,5,0.715
Mozambique,Maternal_Health,3724942,55,87.47695878,2.742182419,COVID_Lockdown,0.936249791,26.85436054,0.121278311,Land,115176.4151,14949.52193,COE,2023,5,0.698
Uganda,HIV_ARV,1134309,57,81.99896362,10.10057829,COVID_Lockdown,0.784114707,47.32885671,0.100660521,Ocean,114780.6552,15017.60897,3PL,2020,5,0.489
Ethiopia,HIV_ARV,2479151,76,84.5383375,7.474485026,None,0.987510363,10,0.012163262,Ocean,120900.8435,14152.22522,3PL,2021,1,0.627
Malawi,LLIN,91743,54,94.07894076,2.526093308,COVID_Lockdown,0.936747355,31.12607496,0.055630783,Ocean,94422.73094,11403.464,RDC,2023,5,0.814
Uganda,Contraceptive,220948,51,83.18531269,0,COVID_Lockdown,0.905314345,50.3233291,0.199896541,Land,79542.18209,14999.96116,COE,2021,5,0.666
Ghana,Contraceptive,3719021,65,85.17135183,8.112761173,COVID_Lockdown,0.717790792,25.7054725,0.019907132,Land,26035.75797,13184.27388,3PL,2022,5,0.609
Uganda,HIV_ARV,551793,46,84.89298337,3.282545581,Flood,0.962250008,26.75700267,0.101282261,Ocean,110879.4185,14317.98872,Public_Depot,2021,3,0.679
Zambia,Malaria_RDT,376284,48,87.83943639,7.528196508,Flood,0.929116039,33.69492372,0.169866751,Air,82025.63722,11908.68048,COE,2022,4,0.546
Ghana,Maternal_Health,1880314,48,83.81676761,5.881071011,None,0.766417273,42.12390653,0.060130375,Land,47386.6623,14580.52184,RDC,2024,1,0.633
Zambia,Maternal_Health,3827341,52,86.88429004,0,Conflict,0.813751973,26.61694089,0.052141728,Ocean,107881.8414,12998.11318,Public_Depot,2022,4,0.824
Nigeria,HIV_ARV,318508,52,83.92841553,2.579669805,None,0.77790315,39.61259563,0.17815861,Air,127586.6038,8990.98543,3PL,2022,1,0.63
Kenya,Malaria_RDT,4635315,61,92.5725535,3.937565938,None,0.98548065,34.81385789,0.060965989,Ocean,111018.1044,15147.6673,3PL,2023,1,0.755
Zambia,LLIN,1820403,51,82.56861188,2.972630032,COVID_Lockdown,0.947716969,53.895184,0.130298662,Ocean,105247.676,17321.38893,COE,2023,5,0.647
Ghana,HIV_ARV,4421272,62,90.88822422,5.348504855,Port_Closure,0.969765338,34.19463091,0.148062597,Air,113002.1291,14642.70048,3PL,2020,2,0.636
Nigeria,HIV_ARV,4979426,63,83.07432072,6.204144338,None,0.928744529,40.34007382,0.15772355,Ocean,10000,12317.8444,COE,2020,1,0.555
Zambia,Maternal_Health,1326485,48,81.73126836,10.36807981,COVID_Lockdown,0.83234099,41.9960454,0.198951927,Ocean,136634.8373,14633.70083,3PL,2022,5,0.428
Ethiopia,HIV_ARV,556995,63,82.49603627,6.416640431,COVID_Lockdown,0.759575932,34.9631525,0.160638414,Ocean,61247.89282,10360.52337,Public_Depot,2024,5,0.544
Uganda,HIV_ARV,2235454,64,77.44282136,9.473303197,None,0.760343246,49.23641577,0.131402431,Air,63880.18563,16211.15994,RDC,2020,1,0.46
Kenya,HIV_ARV,2122723,37,88.19299223,3.569549643,Conflict,0.743988026,51.73136293,0.179092712,Ocean,70866.92311,16576.33463,Public_Depot,2022,4,0.638
Zambia,Maternal_Health,2885743,57,80.18011945,8.495640241,None,0.85852837,34.13241328,0.181148927,Ocean,74297.06061,12899.54781,RDC,2023,1,0.471
Nigeria,LLIN,615635,49,84.21040236,3.856405729,None,0.966790292,43.51744367,0.194633292,Air,130012.2319,13541.34564,COE,2020,1,0.591
Ethiopia,LLIN,577409,68,89.80810799,2.248949596,None,0.98762144,28.86965271,0.155293053,Ocean,101314.995,8999.72661,3PL,2020,1,0.702
Mozambique,HIV_ARV,2230945,49,89.6467634,2.122169725,None,0.783316942,46.76562039,0.038985466,Land,64644.87479,15379.09432,Public_Depot,2022,1,0.801
Nigeria,Maternal_Health,1651028,41,78.84170542,0,None,0.902221217,42.79387675,0.141961218,Ocean,69185.42627,12150.6636,3PL,2022,1,0.676
Uganda,LLIN,337635,54,87.5527179,7.562247869,None,0.873158425,35.63271228,0.015025688,Ocean,159831.0912,2906.860295,COE,2021,1,0.645
Nigeria,LLIN,633510,46,91.70246991,1.129414891,COVID_Lockdown,0.841791474,43.95918885,0.063592586,Ocean,95591.05978,13524.23585,RDC,2021,5,0.826
Ethiopia,LLIN,4772340,63,82.81578545,9.224435704,Flood,0.893072907,47.11426798,0.023161502,Ocean,72045.27159,12632.51308,Public_Depot,2024,4,0.56
Nigeria,Maternal_Health,4828972,46,88.56786664,4.477338493,Conflict,0.807695276,54.76465376,0.189988521,Land,36344.01289,9032.778582,RDC,2020,4,0.61
Ethiopia,Maternal_Health,4995697,54,80.28360197,0.335405756,Flood,0.973900585,44.76978611,0.067750822,Ocean,34729.17493,16966.40682,RDC,2021,4,0.74
Zambia,HIV_ARV,3161500,70,87.92828477,1.646809511,None,0.904580172,50.66092439,0.142643129,Air,51493.38179,11347.01879,COE,2022,1,0.712
Malawi,Contraceptive,1743481,65,86.65635681,5.571904827,COVID_Lockdown,0.918718317,62.85826435,0.114263687,Ocean,87875.13634,10155.50583,RDC,2020,5,0.625
Ethiopia,LLIN,3111342,59,89.30573478,0,Conflict,0.770302408,27.59241112,0.021502283,Air,118282.4195,17492.25507,COE,2021,5,0.874
Ethiopia,Contraceptive,650198,53,88.99573043,6.769835021,None,0.748888781,54.05586956,0.11226889,Land,103482.2334,14692.60749,RDC,2024,1,0.612
Kenya,Maternal_Health,447891,58,79.23258195,0.451003136,None,0.81435883,29.45021675,0.132204709,Ocean,120221.8314,9168.731325,RDC,2024,1,0.677
Ethiopia,Maternal_Health,3131362,61,86.6827662,2.783071004,Flood,0.922335021,31.43859389,0.176303451,Ocean,101973.237,13030.53656,Public_Depot,2024,4,0.648
Ethiopia,Maternal_Health,4744505,45,93.26456822,5.596161006,Flood,0.972250814,39.85840393,0.014017128,Land,48224.6668,9942.670524,COE,2024,4,0.748
Mozambique,Contraceptive,3697965,63,75.07345589,6.402832071,Conflict,0.82392565,32.24763001,0.059126797,Air,97745.68232,8050.713895,3PL,2022,5,0.556
Malawi,Maternal_Health,1091566,43,90.83463057,7.393159389,None,0.92450547,30.24121552,0.138468189,Ocean,99028.69013,7759.579134,3PL,2024,1,0.59
Zambia,HIV_ARV,3774476,60,94.0085255,1.080361959,None,0.83641821,39.27514315,0.006866327,Ocean,81397.04641,15815.83821,3PL,2023,1,0.9
Uganda,Maternal_Health,1669282,43,78.5768224,4.074641621,Port_Closure,0.785616192,36.00101221,0.040710691,Ocean,75820.73157,9903.834599,Public_Depot,2024,2,0.651
Kenya,Malaria_RDT,3484078,74,82.64650464,8.278998506,Flood,0.914386894,32.01636733,0.043734079,Land,80551.97433,9146.824579,Public_Depot,2021,4,0.572
Mozambique,Contraceptive,3848196,62,88.58871661,4.075364102,None,0.931478619,28.56860741,0.133865283,Air,38607.48032,12175.76569,RDC,2020,1,0.663
Ghana,Malaria_RDT,1885295,39,81.56937442,5.882823354,None,0.75882383,57.10179151,0.057192136,Land,45035.06238,23348.51448,RDC,2021,1,0.618
Malawi,Maternal_Health,1120913,54,92.82289592,5.487317775,Port_Closure,0.788499156,25.59759647,0.119919132,Ocean,161252.9605,14948.8848,3PL,2020,2,0.667
Zambia,HIV_ARV,3347466,49,91.29448133,8.903711454,Flood,0.843485285,37.9878452,0.193069689,Ocean,47455.85038,16363.82221,RDC,2022,4,0.518
Zambia,LLIN,4491971,48,79.0751838,3.602272417,None,0.754091331,53.41507218,0.158648596,Ocean,32001.63133,9290.416396,RDC,2020,1,0.585
Ghana,Maternal_Health,4900825,56,82.2847095,0.830153214,Port_Closure,0.969361947,49.71456759,0.066580561,Ocean,63389.99409,14791.92064,Public_Depot,2023,2,0.747
Uganda,HIV_ARV,937099,45,89.84918411,2.09638433,Conflict,0.871486835,42.80457937,0.094479994,Ocean,98773.8539,13061.44721,3PL,2024,5,0.757
Ethiopia,Contraceptive,3103407,62,89.65329701,5.56653194,COVID_Lockdown,0.73514895,32.51629672,0.04013478,Ocean,101835.5573,10266.68872,COE,2021,5,0.701
Mozambique,Malaria_RDT,4195295,62,97.09220018,0.291377761,None,0.753368661,39.77495121,0.003144002,Land,54281.41163,12209.54373,3PL,2020,1,0.958
Nigeria,Malaria_RDT,1467231,58,81.60058897,3.366758045,None,0.97676305,26.51115561,0.05794308,Ocean,87897.47004,10509.97688,Public_Depot,2021,1,0.682
Kenya,Malaria_RDT,1581181,54,93.2960892,5.226249179,COVID_Lockdown,0.91406889,36.57838462,0.073881722,Ocean,68661.82538,13607.40567,3PL,2024,5,0.714
Nigeria,Contraceptive,457974,61,81.43043028,2.700223686,None,0.912977475,36.39678627,0.112873435,Land,90708.76837,12213.69914,COE,2022,1,0.657
Ghana,HIV_ARV,3654724,62,88.50160466,5.980559743,Flood,0.721024592,37.55556301,0.18881333,Land,76202.2436,10519.63943,RDC,2024,3,0.575
Zambia,Contraceptive,4377552,59,90.46171221,7.173235287,Flood,0.959636663,30.54388158,0.189570415,Ocean,64178.72511,12093.76833,3PL,2022,4,0.558
Uganda,Malaria_RDT,1201882,41,71.03049954,6.3647258,None,0.828683255,19.64942685,0.01401966,Land,65526.05189,16545.57559,Public_Depot,2021,1,0.552
Zambia,Maternal_Health,994131,47,90.55603149,0.35748512,Flood,0.891318024,55.02223906,0.122929136,Ocean,19026.08069,8451.472196,Public_Depot,2022,4,0.785
Kenya,LLIN,2521321,52,92.92284846,5.237546563,Flood,0.978309874,52.35723517,0.00847053,Ocean,78354.00094,10879.24923,3PL,2022,3,0.761
Zambia,Contraceptive,750270,40,91.47940877,5.472326921,Port_Closure,0.72900359,50.49585166,0.129616215,Land,82706.9314,14370.38518,RDC,2022,2,0.651
Zambia,Contraceptive,140417,57,96.26669405,3.857209645,None,0.839860173,44.5410311,0.023540612,Air,42745.07824,10646.92639,RDC,2022,1,0.819
Kenya,HIV_ARV,4672942,69,90.82588642,5.939933039,COVID_Lockdown,0.714387694,42.04435081,0.189280565,Land,74898.84037,18063.99163,Public_Depot,2022,5,0.591
Mozambique,HIV_ARV,1110560,67,83.31397449,5.832273727,Port_Closure,0.844868173,31.67577533,0.172867737,Land,77342.28622,17626.98732,Public_Depot,2020,3,0.555
Mozambique,Contraceptive,242458,62,92.19505567,4.727374289,Flood,0.773155229,32.95808436,0.004465766,Ocean,29395.7085,17839.43812,COE,2022,4,0.773
Kenya,Malaria_RDT,4768912,62,83.0301686,1.987184966,Conflict,0.964209003,57.46426564,0.156426345,Ocean,61853.99863,15624.65276,RDC,2022,5,0.654
Uganda,LLIN,1973782,77,86.41208962,4.920137143,Port_Closure,0.815562823,60.19488814,0.127179423,Ocean,60909.53683,16907.94239,3PL,2024,3,0.631
Ghana,HIV_ARV,4659409,63,90.15891637,10.60079278,Conflict,0.883823009,37.78295919,0.099073838,Ocean,90392.16414,13095.52697,Public_Depot,2024,5,0.525
Malawi,Malaria_RDT,3946937,64,88.24040412,3.823078913,COVID_Lockdown,0.949483307,40.0451701,0.120526897,Ocean,122356.7288,10738.80921,Public_Depot,2024,5,0.677
Zambia,Maternal_Health,1458791,40,92.75565996,8.141916375,None,0.985270639,48.78785866,0.135650012,Ocean,86416.42253,10969.82904,Public_Depot,2022,1,0.584
Uganda,HIV_ARV,2026850,68,98,5.116571062,Port_Closure,0.846107617,41.12159874,0.176891495,Land,119787.6272,6795.453797,Public_Depot,2024,2,0.669
Zambia,Malaria_RDT,4152553,58,80.31318029,2.597813074,COVID_Lockdown,0.832169734,42.02841466,0.153471532,Land,78325.82073,11602.51536,RDC,2020,5,0.621
Malawi,Malaria_RDT,3150618,54,84.35831941,4.110209905,None,0.721964497,39.28240886,0.115075564,Air,96137.26628,11840.06163,Public_Depot,2021,1,0.644
Ghana,LLIN,2781303,51,87.58189181,4.949388879,None,0.703694294,28.74596915,0.164923132,Ocean,87003.91437,12318.18811,RDC,2024,1,0.611
Mozambique,LLIN,96250,49,83.68404528,6.965634399,COVID_Lockdown,0.876552607,35.52385143,0.197384591,Air,157343.1674,23089.65658,COE,2024,5,0.516
Uganda,Maternal_Health,4055194,67,85.62146866,12.14013635,Conflict,0.718984662,38.39600507,0.060036404,Air,80429.4697,10098.07623,COE,2020,5,0.479
Ethiopia,Malaria_RDT,1400850,54,89.87909803,5.163993818,COVID_Lockdown,0.810309892,10,0.023684139,Land,108474.3579,12122.66139,3PL,2023,5,0.726
Ethiopia,Malaria_RDT,525147,49,89.21454166,1.307422306,None,0.701045866,41.05015913,0.146289652,Ocean,91081.72009,21618.32628,Public_Depot,2023,1,0.728
Malawi,LLIN,3067193,47,87.23666365,0.036267796,None,0.878415975,67.87079055,0.195719267,Ocean,118768.4246,10247.63677,3PL,2020,1,0.701
Ethiopia,HIV_ARV,3935850,56,86.73865252,3.734646292,None,0.823370397,34.84757106,0.023341184,Land,103964.4231,8882.399841,RDC,2024,1,0.742
Mozambique,HIV_ARV,2162368,51,84.88064933,1.6157363,Flood,0.736836023,40.39751422,0.086341452,Land,95222.19531,12236.7257,3PL,2021,3,0.734
Malawi,Contraceptive,2493445,49,93.0226142,6.673718893,Flood,0.785946606,29.91416834,0.012453528,Ocean,50750.51011,10235.37252,3PL,2024,4,0.714
Mozambique,LLIN,926336,41,94.31694418,6.695767171,None,0.865201603,26.87320852,0.155306389,Ocean,53393.4947,17369.38856,Public_Depot,2020,1,0.619
Ghana,Contraceptive,3880415,64,91.09407002,4.562073703,None,0.890446877,36.2788994,0.189741743,Land,66515.9876,13602.02207,RDC,2020,1,0.626
Zambia,LLIN,4948107,53,80.25311706,6.972159314,Flood,0.834077405,47.55751858,0.099798831,Ocean,76224.5703,8625.551494,RDC,2022,4,0.555
Ghana,Maternal_Health,4979107,44,84.68894785,5.194278043,Port_Closure,0.933148144,37.19495896,0.081904229,Air,88334.38747,14277.12599,Public_Depot,2020,2,0.643
Ghana,Malaria_RDT,2335221,52,86.9983298,10.60272139,None,0.732607719,35.5110729,0.181543805,Ocean,66588.05911,13775.60721,RDC,2022,1,0.46
Mozambique,Maternal_Health,3560043,60,81.29652736,6.878374839,COVID_Lockdown,0.72451826,45.94714858,0.026677678,Ocean,25683.94566,7507.149154,COE,2020,5,0.61
Malawi,LLIN,4358760,55,86.39541852,7.686851228,None,0.712830838,42.40116542,0.178316862,Ocean,115821.2578,14784.22778,Public_Depot,2022,1,0.528
Malawi,Malaria_RDT,3520431,56,86.11110896,0.655617768,Flood,0.855390073,43.35128609,0.078425201,Ocean,98419.1423,14997.47845,Public_Depot,2022,3,0.776
Ethiopia,HIV_ARV,4121867,55,91.42069087,1.486293658,Conflict,0.904807194,54.28353329,0.111881282,Ocean,86807.52957,7615.531882,Public_Depot,2024,5,0.772
Nigeria,HIV_ARV,3962487,42,83.5085478,6.436515278,Port_Closure,0.737851206,52.77561075,0.105658421,Ocean,122615.7496,8153.179229,COE,2022,2,0.587
Zambia,Contraceptive,1468060,64,91.81651444,0.352329475,None,0.88529423,57.94888033,0.123195835,Ocean,60890.16628,11599.75424,RDC,2023,1,0.796
Mozambique,LLIN,4278087,37,81.21315982,3.126572471,None,0.838314852,25.44602067,0.188424663,Ocean,81073.00256,10511.7131,COE,2020,1,0.59
Ethiopia,LLIN,4278456,59,81.91080401,8.538237839,Conflict,0.986329905,50.28706519,0.190225406,Ocean,89786.2819,15385.68699,COE,2021,5,0.475
Uganda,HIV_ARV,4689022,61,84.10318846,3.062432601,None,0.908067347,59.7498752,0.166229653,Ocean,72544.91956,11269.03789,COE,2020,1,0.63
Nigeria,Maternal_Health,198725,52,86.23935943,1.370801881,Flood,0.890667267,20.40812792,0.038308815,Land,61130.08396,12296.04724,3PL,2024,4,0.791
Nigeria,Malaria_RDT,541215,58,73.91743799,7.002629934,COVID_Lockdown,0.865430423,39.75886724,0.066703265,Ocean,111243.0997,8766.016762,RDC,2024,5,0.529
Mozambique,Maternal_Health,2318693,52,88.29648783,11.22059674,COVID_Lockdown,0.989236193,33.48079188,0.09756497,Ocean,93520.26457,16794.04721,RDC,2022,5,0.499
Kenya,Maternal_Health,3974152,58,94.54671266,2.574064529,Port_Closure,0.98433316,39.7079768,0.181092188,Ocean,103720.4832,9961.928196,Public_Depot,2024,2,0.708
Zambia,HIV_ARV,958017,64,89.25634784,8.672077394,Conflict,0.856053386,53.76373939,0.104172965,Land,60291.13961,8872.852543,Public_Depot,2024,5,0.568
Nigeria,HIV_ARV,371898,47,84.94665037,2.2004751,COVID_Lockdown,0.832003171,23.25117393,0.195487133,Ocean,109899.3655,13206.83139,3PL,2020,5,0.633
Mozambique,HIV_ARV,735338,61,80.57704459,4.662596657,None,0.834013328,42.93985258,0.196768234,Ocean,66301.86201,17294.56595,COE,2023,1,0.547
Mozambique,Contraceptive,3552415,71,76.93488882,4.792601181,None,0.824219293,33.22461453,0.119716852,Ocean,92416.58567,14811.89862,Public_Depot,2023,1,0.569
Ethiopia,Maternal_Health,104745,57,77.78488188,2.65405478,None,0.854105509,54.13169942,0.175499068,Air,144387.6403,10741.63443,RDC,2022,1,0.585
Uganda,LLIN,1733032,49,85.34580062,7.626185935,None,0.779339438,45.05121307,0.199844542,Air,110562.342,11379.58562,Public_Depot,2024,1,0.509
Kenya,Malaria_RDT,4882577,77,96.53455009,0.380837268,Conflict,0.968768747,38.1070407,0.169943304,Ocean,95176.57954,7602.310769,COE,2024,4,0.791
Zambia,Contraceptive,2168219,55,72.41463305,5.58514283,Port_Closure,0.842166724,31.38259637,0.131382203,Ocean,125514.8725,20699.17838,3PL,2023,3,0.512
Malawi,LLIN,2198185,57,89.50108945,8.222493735,Conflict,0.944182265,71.89506272,0.169026705,Ocean,67910.16256,19206.88991,COE,2022,4,0.54
Ghana,Maternal_Health,95256,57,82.61142294,7.376490408,Conflict,0.837838066,43.35866272,0.016531012,Ocean,99719.36621,14153.57972,Public_Depot,2024,5,0.613
Uganda,HIV_ARV,552264,59,84.3225252,6.473645182,Flood,0.908304179,22.96054634,0.126964264,Air,60044.45309,12951.50181,3PL,2022,3,0.577
Uganda,Maternal_Health,3396145,51,81.31150557,9.75589818,Flood,0.79769577,30.27109492,0.043304406,Ocean,74147.59741,8495.487873,3PL,2020,3,0.525
Ethiopia,Malaria_RDT,989695,56,79.16280604,4.341147899,None,0.881193989,44.95138348,0.02321273,Ocean,132721.4859,12416.59114,COE,2024,1,0.661
Malawi,Contraceptive,2233955,64,86.62818619,0.425821554,Conflict,0.844527719,31.2396847,0.17857425,Ocean,93209.93354,16564.70464,Public_Depot,2024,5,0.701
Nigeria,Contraceptive,1302390,51,87.31401743,5.405620657,Port_Closure,0.806463134,32.7159028,0.127928989,Air,127214.9892,15917.23058,COE,2024,2,0.624
Nigeria,Malaria_RDT,2265995,50,89.34170029,4.622713068,Port_Closure,0.955651316,51.83110981,0.048709309,Air,81921.76939,11197.60065,Public_Depot,2023,3,0.719
Ethiopia,LLIN,529809,52,77.57378147,0,None,0.732686388,50.76891563,0.07735646,Land,121624.0779,16202.95611,Public_Depot,2023,1,0.716
Mozambique,LLIN,2700432,44,90.36986167,1.624696218,COVID_Lockdown,0.841207713,33.14551523,0.194655309,Ocean,86551.81034,17628.34304,RDC,2024,5,0.688
Nigeria,Contraceptive,4225282,48,90.45903777,1.242121891,COVID_Lockdown,0.756367031,54.05026237,0.172436411,Ocean,89013.51296,13138.31713,3PL,2024,5,0.718
Kenya,Contraceptive,3567847,47,88.12246843,2.556401223,Port_Closure,0.949705976,31.47261377,0.003116359,Ocean,85725.74487,16927.46696,Public_Depot,2020,2,0.804
Zambia,HIV_ARV,1817413,54,83.89519191,3.946477208,Port_Closure,0.77350611,60.32249383,0.195960199,Ocean,95817.22457,19601.31299,COE,2020,3,0.586
Uganda,LLIN,4388586,63,87.54215434,4.061378116,Flood,0.883694799,46.45054963,0.073705895,Ocean,77233.92534,20661.13109,COE,2022,4,0.701
Uganda,Malaria_RDT,2623697,69,85.19775472,2.663585814,None,0.748013419,43.48218061,0.139083633,Ocean,43327.21888,10598.32711,RDC,2022,1,0.668
Kenya,LLIN,3650952,55,90.84258165,1.238184376,None,0.817424964,35.38235999,0.142535313,Ocean,83928.70097,14773.50818,RDC,2023,1,0.747
Malawi,HIV_ARV,2021277,59,84.16727851,6.132355126,Flood,0.960813587,32.69617955,0.182336887,Land,88972.22616,15813.53047,RDC,2021,3,0.548
Nigeria,Contraceptive,994740,57,86.54012215,5.349715584,None,0.748158689,12.08201958,0.177012175,Air,134045.9931,12924.35047,3PL,2020,1,0.585
Uganda,Contraceptive,3096555,34,77.30838998,5.440014496,Port_Closure,0.892326789,36.47025158,0.056345918,Ocean,17185.74961,17974.54137,RDC,2022,2,0.597
Ghana,HIV_ARV,1246311,43,87.52649895,10.33703366,Port_Closure,0.759308007,39.87405405,0.128707096,Ocean,133520.602,13223.44672,3PL,2020,3,0.5
Malawi,Malaria_RDT,4494041,62,82.25222775,5.488622161,None,0.820567225,18.08678176,0.078741085,Ocean,116447.9812,12388.67099,RDC,2020,1,0.619
Zambia,Contraceptive,192157,63,88.56233109,3.900026683,None,0.856778896,49.88060715,0.105108747,Ocean,105568.4873,7742.14536,3PL,2021,1,0.69
Zambia,Maternal_Health,2337319,63,89.94212448,4.682582023,None,0.867418861,38.07554216,0.110935705,Ocean,89627.4869,6239.781792,Public_Depot,2020,1,0.675
Uganda,Contraceptive,4838109,53,82.95013529,5.296457664,None,0.874728288,54.57654511,0.079268689,Ocean,54390.97438,11599.36032,RDC,2021,1,0.629
Ethiopia,Maternal_Health,1512603,35,86.15594151,6.847380045,Port_Closure,0.88563811,31.79607497,0.092778804,Land,143524.4953,1396.859671,3PL,2021,2,0.603
Malawi,HIV_ARV,1325029,44,86.87247456,4.865838719,Flood,0.778812922,54.83704938,0.041668454,Ocean,122039.2574,17977.999,Public_Depot,2020,4,0.697
Uganda,HIV_ARV,3070791,46,87.84031866,0,COVID_Lockdown,0.816396571,34.61162917,0.121529277,Ocean,92523.336,16554.65128,RDC,2020,5,0.772
Ethiopia,Contraceptive,186645,61,89.94928913,3.68975563,None,0.710822412,39.39657798,0.151791963,Land,93569.95429,15759.32908,Public_Depot,2022,1,0.669
Uganda,LLIN,1702131,51,89.29505588,5.004479526,Conflict,0.922939523,42.5873829,0.085948241,Ocean,81735.54421,17451.46511,RDC,2020,5,0.68
Ghana,Maternal_Health,1236837,71,84.10054846,8.912604697,None,0.942758856,39.50005878,0.195536018,Ocean,102831.9593,11898.05871,COE,2020,1,0.476
Malawi,Malaria_RDT,392221,69,93.99160965,2.642313062,Port_Closure,0.757778661,43.65228116,0.011445281,Ocean,83669.36368,13885.0491,3PL,2020,3,0.847
Mozambique,Contraceptive,2485919,71,89.75993738,0.094217418,Port_Closure,0.75841875,16.90541871,0.117832136,Air,94237.04713,11515.25659,COE,2022,2,0.789
Zambia,Malaria_RDT,1229580,45,93.02572196,5.19313162,Port_Closure,0.712190557,38.32734704,0.116720155,Ocean,98139.95774,17436.51314,3PL,2021,3,0.679
Uganda,Contraceptive,103687,59,87.73353362,7.598710765,Flood,0.981411309,39.03493722,0.007259256,Ocean,157909.1024,2793.355931,COE,2022,3,0.65
Ghana,LLIN,2540272,50,88.02902728,3.819731176,None,0.934084105,16.1622296,0.044914034,Land,57694.49796,17435.37644,RDC,2020,1,0.734
Ethiopia,LLIN,2679137,58,85.41404474,12.14914846,None,0.804603929,47.70964451,0.181108517,Ocean,89799.23471,5716.125977,COE,2024,1,0.416
Ethiopia,LLIN,4848757,46,83.78112761,11.4424942,Conflict,0.839753399,29.06375918,0.108902809,Air,121823.3563,12175.69597,RDC,2020,5,0.462
Zambia,LLIN,3925010,67,90.87669091,4.782581856,None,0.784670419,51.30795068,0.087277175,Land,109800.298,8801.671607,3PL,2022,1,0.697
Kenya,HIV_ARV,4826415,47,87.32295312,5.56013947,None,0.873200751,41.03141993,0.083099289,Ocean,105323.3736,12455.50468,RDC,2022,1,0.652
Uganda,HIV_ARV,2089660,35,85.34218077,9.106194423,None,0.90801944,33.10861747,0.177632166,Land,175339.6181,10788.82545,COE,2023,1,0.489
Malawi,Maternal_Health,2069450,75,80.88687507,4.730495819,None,0.829736859,52.0563047,0.073406235,Air,117637.2548,11460.97312,Public_Depot,2024,1,0.631
Nigeria,Malaria_RDT,4750858,59,93.77557769,2.587734448,Port_Closure,0.953342316,59.94240464,0.171833372,Land,66256.98372,15189.2507,3PL,2022,2,0.71
Ethiopia,Contraceptive,2021140,44,86.56312717,7.666795719,Port_Closure,0.8499375,40.46208081,0.06183852,Ocean,62812.9336,13899.06371,Public_Depot,2021,2,0.605
Malawi,Contraceptive,3911607,53,79.86638711,6.393238527,None,0.741833448,56.49863309,0.106300797,Land,83849.99583,16996.70272,Public_Depot,2020,1,0.562
